valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2021-W09,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,419.6,31258.5,1297.9,28.79,0.69,18.7,stagnant,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,989,91848.4,4725.1,22.86,0.44,44.2,falling,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,300.8,20594.2,1107.6,33.99,0.63,13.4,falling,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,234.9,35511.7,3879,14.08,0.13,10.5,falling,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,475.7,10185.8,1016.6,107.99,1.08,12.8,rising,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,688.8,31742.5,1329,47.26,1.13,18.5,rising,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1894.6,93630.6,4942.6,43.79,0.83,50.9,stagnant,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,571,20146.7,1070.7,64.53,1.21,15.3,rising,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,92.1,36242.1,4064.1,5.52,0.05,2.5,falling,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,173.6,10146.4,1061.8,39.42,0.38,4.3,falling,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1243.9,29291.7,1293.2,85.35,1.93,30.9,rising,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1670.5,85469.1,4694.5,38.61,0.7,41.5,stagnant,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,535.9,19815.2,1124.1,60.56,1.07,13.3,stagnant,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,403.3,33100.8,3859.5,24.17,0.21,10,rising,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,202.6,10872.5,1093.7,45.99,0.46,4.7,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1185.5,31964.2,1351.2,81.34,1.92,27.3,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1810.2,93208.5,4906.7,41.84,0.79,41.7,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,454.9,21396.3,1176.7,51.41,0.93,10.5,falling,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,692,36174.6,4054.6,41.47,0.37,15.9,rising,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,123.9,10661.7,979.3,28.14,0.31,4.2,falling,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,694.8,29368.8,1158.3,47.67,1.21,23.3,falling,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1615.5,85694.5,4250.5,37.34,0.75,54.1,stagnant,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,298.1,20775.9,1007.3,33.69,0.69,10,falling,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,252.6,33025.9,3477.6,15.14,0.14,8.5,falling,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,101.2,8701.7,734.7,22.98,0.27,2.1,falling,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1018.6,24325.1,935,69.89,1.82,21.2,stagnant,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2587.2,71901.9,3427.3,59.8,1.25,53.7,rising,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,628.2,16903.6,766.6,70.99,1.57,13,rising,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,479.1,27860.2,2820.3,28.71,0.28,10,stagnant,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,227.8,13536.5,1130,51.71,0.62,8.1,rising,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,640.4,31862.4,1214.3,43.94,1.15,22.7,stagnant,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1346.4,89961.6,4287.6,31.12,0.65,47.7,falling,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,170.8,25909.7,1165.4,19.3,0.43,6.1,falling,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,434.3,34580.7,3509.7,26.03,0.26,15.4,stagnant,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,164.8,13361.4,1047.8,37.42,0.48,6.3,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,583.3,37483.3,1327.2,40.02,1.13,22.2,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1464.1,109341.6,4881.4,33.84,0.76,55.8,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,134.8,26267,1125.3,15.23,0.36,5.1,falling,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,277.5,42085,4004.3,16.63,0.17,10.6,falling,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,111.4,11858.2,987.2,25.3,0.3,5.2,falling,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,408.5,35671.9,1324.2,28.03,0.76,18.9,falling,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,781.8,105121.8,4927,18.07,0.39,36.3,falling,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,487.3,23607.5,1065.3,55.07,1.22,22.6,rising,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,367.6,40845.9,4079.4,22.03,0.22,17,stagnant,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,296.7,13363.9,1092.1,67.35,0.82,13.5,rising,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,439.1,36513,1365.1,30.13,0.81,20,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,897.7,106032.1,5001.1,20.75,0.44,40.8,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,405.4,26193.3,1162.5,45.81,1.03,18.4,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,161.7,41260.7,4149.1,9.69,0.1,7.3,falling,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,133.3,9912.1,879,30.27,0.34,6.1,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,494.2,29489.9,1165,33.91,0.86,22.7,rising,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,852.3,86310.7,4294.1,19.7,0.4,39.2,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,546,19448.9,941.7,61.7,1.27,25.1,rising,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,149.8,33400.3,3549.2,8.98,0.08,6.9,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,279.1,12626.2,1159.9,63.36,0.69,13.7,stagnant,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,127.4,34315.5,1371.7,8.74,0.22,6.2,falling,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1438.6,99245,4958.3,33.25,0.67,70.5,rising,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,108,24572.3,1220.2,12.21,0.25,5.3,falling,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,86.9,38358.9,4071.9,5.21,0.05,4.3,falling,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,48,9174.8,805.5,10.9,0.12,5.3,falling,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,333.2,30626.5,1147.6,22.86,0.61,36.9,stagnant,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,377.7,91686.3,4296.7,8.73,0.19,41.8,falling,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,144.9,18311.7,864.4,16.38,0.35,16,stagnant,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,0,35678,3568.9,0,0,0,falling,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,112.4,11754.1,1048.7,25.52,0.29,7.1,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,362.2,36211.5,1403.2,24.85,0.64,22.8,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,767.5,107105.4,5189.5,17.74,0.37,48.2,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,229.2,23162.1,1113,25.9,0.54,14.4,rising,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,120,41720.1,4313.6,7.19,0.07,7.5,rising,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,114.3,11566.9,1074.2,25.94,0.28,14.4,stagnant,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,201.4,36180.6,1441.1,13.82,0.35,25.3,falling,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,283,107095.9,5378.1,6.54,0.13,35.6,falling,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,116.1,22869.5,1138.1,13.12,0.26,14.6,falling,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,80.6,41390.1,4422.5,4.83,0.05,10.1,stagnant,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,198.3,13323.5,1199.7,45.03,0.5,14.4,rising,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,473.4,36942.2,1456,32.48,0.82,34.5,rising,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,282.1,107399.9,5311.9,6.52,0.13,20.5,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,339.4,26068.3,1268,38.36,0.79,24.7,rising,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,80.4,41464.9,4349.5,4.82,0.05,5.9,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,37.1,11857.7,1089.7,8.43,0.09,5.3,falling,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,209.6,34771.4,1377.6,14.38,0.36,30.1,stagnant,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,212,101990.7,5056.3,4.9,0.1,30.5,falling,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,152.6,23201.4,1141.1,17.24,0.35,21.9,stagnant,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,84.4,39487.3,4158.2,5.06,0.05,12.1,stagnant,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,75,11753.5,1103.2,17.02,0.18,9.2,stagnant,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,92.7,31462.4,1258.7,6.36,0.16,11.3,falling,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,382,90633.2,4501.9,8.83,0.18,46.7,rising,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,77.4,22846.2,1154.3,8.75,0.17,9.5,falling,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,191.1,34927,3673.8,11.45,0.11,23.4,rising,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,0,12219.2,1081.2,0,0,0,falling,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,317.1,32165.1,1250.1,21.76,0.56,32.1,rising,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,466.4,92722.7,4478.3,10.78,0.22,47.2,rising,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,111.6,23782.7,1138.3,12.61,0.26,11.3,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,93.4,35683.9,3665.1,5.6,0.05,9.4,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,205.4,12864.8,972.9,46.64,0.62,11,rising,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,600.8,31534.6,1106.8,41.22,1.17,32.1,rising,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,968.3,89354.5,3948.9,22.38,0.51,51.7,rising,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,0,24815.3,1027.3,0,0,0,falling,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,96.8,34474.5,3258,5.8,0.06,5.2,stagnant,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,334.7,13158.9,786.1,75.99,1.27,17.2,rising,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,608.8,31125.1,971.5,41.77,1.34,31.4,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,685.3,88404.1,3565.8,15.84,0.39,35.3,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,69.4,25511.6,851.5,7.84,0.23,3.6,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,243.3,34287.4,2949.2,14.58,0.17,12.5,rising,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,196.8,11188.9,518.5,44.69,0.96,28.5,stagnant,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,94.9,30703.2,817.8,6.51,0.24,13.7,falling,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,238.4,90788.7,3198.3,5.51,0.16,34.5,falling,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,160.8,22011.6,555.6,18.17,0.72,23.3,rising,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,0,35463.8,2647.8,0,0,0,falling,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,33.3,13222.8,518.6,7.56,0.19,4.1,falling,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,234.1,37365.8,838.3,16.06,0.72,29.1,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,388.5,111319.8,3267.2,8.98,0.31,48.2,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,34.7,25487.2,527.7,3.92,0.19,4.3,falling,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,114.6,43665.6,2732.1,6.87,0.11,14.2,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,0,12470,731.5,0,0,0,falling,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,656.6,33298.3,979.6,45.05,1.53,32.5,rising,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,846.7,97100,3675.7,19.57,0.52,41.9,rising,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,73.6,24047.3,734.5,8.32,0.27,3.6,stagnant,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,441.8,37763,3032.7,26.48,0.33,21.9,rising,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,219.7,14034.6,967.4,49.88,0.72,8.3,rising,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,521.9,36304.3,1227.3,35.81,1.06,19.8,stagnant,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1657.5,104416.5,4485,38.31,0.89,62.9,rising,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,195.2,27194.2,1000.3,22.06,0.6,7.4,rising,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,41.2,40446,3689.9,2.47,0.03,1.6,falling,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,74.2,11866.1,985.1,16.85,0.2,2.4,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,883.5,32990.3,1267.8,60.62,1.58,28.6,rising,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1629.8,95578.2,4656.5,37.67,0.77,52.7,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,189.9,23294.4,1036,21.46,0.48,6.1,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,315.5,37011.2,3843.7,18.91,0.18,10.2,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,68.6,12838.9,1094.8,15.58,0.18,2.5,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,779.7,31777.3,1250.8,53.5,1.36,28.1,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1294,90263,4457.1,29.91,0.61,46.7,falling,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,392.4,24807.9,1139.5,44.34,0.97,14.2,rising,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,238.3,35006.3,3681.8,14.28,0.14,8.6,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,174,12654.7,1077.1,39.51,0.46,4.7,rising,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1032.9,32455.5,1250.1,70.87,1.84,28.2,rising,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1683.9,92497,4457.9,38.92,0.81,45.9,stagnant,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,361.1,24502.9,1140.6,40.81,0.88,9.8,stagnant,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,417,36009.3,3719.3,24.99,0.24,11.4,rising,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,141.8,12423.8,1142.4,32.2,0.35,4.4,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,747.1,35117,1383.4,51.26,1.3,23.2,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1824.9,101948.1,5054,42.18,0.85,56.6,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,216.5,24522.6,1197.1,24.47,0.5,6.7,falling,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,294,39720.9,4211.1,17.62,0.17,9.1,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W38,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,146.9,11993.1,1032.8,33.35,0.39,4.7,stagnant,TRUE
